Kind,Name,PercentLackOfCohesion,AvgCyclomatic,SumCyclomatic,Essential,MaxNesting,MaxInheritanceTree,CountClassDerived,CountClassBase,CountClassCoupled,CountLineCode,CountLineComment,CountDeclMethod,CountDeclClass
Public Static Method,"br.ufc.pds.controller.ControlSorteOuReves.getInstance",,,2,1,1,,,,,4,0,,
Public Method,"br.ufc.pds.controller.ControlSorteOuReves.isDone",,,1,1,0,,,,,3,0,,
Public Method,"br.ufc.pds.controller.ControlSorteOuReves.next",,,2,1,1,,,,,8,0,,
Package,"br.ufc.pds.factory",,3,20,,1,,,,,53,0,6,2
Public Class,"br.ufc.pds.factory.FactoryCampoEspecial",66,3,11,,1,1,0,1,8,26,0,3,
Private Constructor,"br.ufc.pds.factory.FactoryCampoEspecial.FactoryCampoEspecial",,,1,1,0,,,,,1,0,,
Public Method,"br.ufc.pds.factory.FactoryCampoEspecial.criar",,,8,8,1,,,,,18,0,,
Public Static Method,"br.ufc.pds.factory.FactoryCampoEspecial.getInstance",,,2,1,1,,,,,4,0,,
Public Class,"br.ufc.pds.factory.FactoryCartas",66,3,9,,1,1,0,1,6,22,0,3,
Private Constructor,"br.ufc.pds.factory.FactoryCartas.FactoryCartas",,,1,1,0,,,,,1,0,,
Public Method,"br.ufc.pds.factory.FactoryCartas.criar",,,6,6,1,,,,,14,0,,
Public Static Method,"br.ufc.pds.factory.FactoryCartas.getInstance",,,2,1,1,,,,,4,0,,
Package,"br.ufc.pds.interfaces",,0,0,,0,,,,,22,0,8,4
Public Interface,"br.ufc.pds.interfaces.EfeitoEspecial",0,0,0,,0,0,8,0,1,3,0,1,
Abstract Method,"br.ufc.pds.interfaces.EfeitoEspecial.aplicarEfeito",,,0,0,0,,,,,1,0,,
Public Interface,"br.ufc.pds.interfaces.Iterator",0,0,0,,0,0,1,0,0,5,0,3,
Abstract Method,"br.ufc.pds.interfaces.Iterator.first",,,0,0,0,,,,,1,0,,
Abstract Method,"br.ufc.pds.interfaces.Iterator.isDone",,,0,0,0,,,,,1,0,,
Abstract Method,"br.ufc.pds.interfaces.Iterator.next",,,0,0,0,,,,,1,0,,
Public Interface,"br.ufc.pds.interfaces.ObserverJogador",0,0,0,,0,0,1,0,1,3,0,1,
Abstract Method,"br.ufc.pds.interfaces.ObserverJogador.update",,,0,0,0,,,,,1,0,,
Public Interface,"br.ufc.pds.interfaces.SubjectObserver",0,0,0,,0,0,1,0,1,5,0,3,
Abstract Method,"br.ufc.pds.interfaces.SubjectObserver.addObserver",,,0,0,0,,,,,1,0,,
Abstract Method,"br.ufc.pds.interfaces.SubjectObserver.notifyObserver",,,0,0,0,,,,,1,0,,
Abstract Method,"br.ufc.pds.interfaces.SubjectObserver.removeObserver",,,0,0,0,,,,,1,0,,
Package,"br.ufc.pds.model",,1,24,,1,,,,,110,0,22,5
Public Class,"br.ufc.pds.model.ContaBancaria",0,1,5,,1,1,0,1,0,19,0,4,
Public Constructor,"br.ufc.pds.model.ContaBancaria.ContaBancaria",,,1,1,0,,,,,3,0,,
Public Method,"br.ufc.pds.model.ContaBancaria.getSaldo",,,1,1,0,,,,,3,0,,
Public Method,"br.ufc.pds.model.ContaBancaria.pagar",,,2,1,1,,,,,7,0,,
Public Method,"br.ufc.pds.model.ContaBancaria.receber",,,1,1,0,,,,,3,0,,
Public Class,"br.ufc.pds.model.Dado",16,1,3,,0,1,0,1,0,15,0,3,
Public Constructor,"br.ufc.pds.model.Dado.Dado",,,1,1,0,,,,,4,0,,
Public Method,"br.ufc.pds.model.Dado.lancar",,,1,1,0,,,,,4,0,,
Public Method,"br.ufc.pds.model.Dado.obterValorDaFace",,,1,1,0,,,,,3,0,,
Public Class,"br.ufc.pds.model.FichaCriminal",40,1,5,,0,1,0,1,0,20,0,5,
Public Constructor,"br.ufc.pds.model.FichaCriminal.FichaCriminal",,,1,1,0,,,,,4,0,,
Public Method,"br.ufc.pds.model.FichaCriminal.getNumDelitos",,,1,1,0,,,,,3,0,,
Public Method,"br.ufc.pds.model.FichaCriminal.getRodadasPreso",,,1,1,0,,,,,3,0,,
Public Method,"br.ufc.pds.model.FichaCriminal.setNumDelitos",,,1,1,0,,,,,3,0,,
Public Method,"br.ufc.pds.model.FichaCriminal.setRodadasPreso",,,1,1,0,,,,,3,0,,
Public Class,"br.ufc.pds.model.Peca",37,1,4,,0,1,0,1,1,17,0,4,
Public Constructor,"br.ufc.pds.model.Peca.Peca",,,1,1,0,,,,,4,0,,
Public Method,"br.ufc.pds.model.Peca.getCor",,,1,1,0,,,,,3,0,,
Public Method,"br.ufc.pds.model.Peca.mudarLocalizacao",,,1,1,0,,,,,3,0,,
Public Method,"br.ufc.pds.model.Peca.obterLocalizacao",,,1,1,0,,,,,3,0,,
Public Class,"br.ufc.pds.model.Tabuleiro",33,1,7,,1,1,0,1,2,28,0,6,
Public Constructor,"br.ufc.pds.model.Tabuleiro.Tabuleiro",,,1,1,0,,,,,5,0,,
Public Method,"br.ufc.pds.model.Tabuleiro.buscarCampo",,,1,1,0,,,,,3,0,,
Public Method,"br.ufc.pds.model.Tabuleiro.criarCampos",,,1,1,0,,,,,4,0,,
Public Method,"br.ufc.pds.model.Tabuleiro.getCampos",,,1,1,0,,,,,3,0,,
Public Method,"br.ufc.pds.model.Tabuleiro.obterCampoInicial",,,1,1,0,,,,,3,0,,
Public Method,"br.ufc.pds.model.Tabuleiro.obterProximoCampo",,,2,1,1,,,,,6,0,,
Package,"br.ufc.pds.model.campo",,1,8,,0,,,,,39,0,8,1
Public Abstract Class,"br.ufc.pds.model.campo.Campo",72,1,8,,0,1,2,1,2,36,0,8,
Protected Constructor,"br.ufc.pds.model.campo.Campo.Campo",,,1,1,0,,,,,7,0,,
Public Method,"br.ufc.pds.model.campo.Campo.addJogador",,,1,1,0,,,,,4,0,,
Public Method,"br.ufc.pds.model.campo.Campo.getEixoX",,,1,1,0,,,,,3,0,,
Public Method,"br.ufc.pds.model.campo.Campo.getEixoY",,,1,1,0,,,,,3,0,,
Public Method,"br.ufc.pds.model.campo.Campo.getIndice",,,1,1,0,,,,,3,0,,
Public Method,"br.ufc.pds.model.campo.Campo.getNome",,,1,1,0,,,,,3,0,,
Public Static Method,"br.ufc.pds.model.campo.Campo.getNomeJogador",,,1,1,0,,,,,3,0,,
Public Method,"br.ufc.pds.model.campo.Campo.removerJogador",,,1,1,0,,,,,3,0,,
Package,"br.ufc.pds.model.campo.campo_especial",,1,16,,1,,,,,111,3,15,8
Public Abstract Class,"br.ufc.pds.model.campo.campo_especial.CampoEspecial",0,1,2,,0,2,7,1,1,9,0,2,
Protected Constructor,"br.ufc.pds.model.campo.campo_especial.CampoEspecial.CampoEspecial",,,1,1,0,,,,,3,0,,
Protected Method,"br.ufc.pds.model.campo.campo_especial.CampoEspecial.showMensagem",,,1,1,0,,,,,4,0,,
Public Class,"br.ufc.pds.model.campo.campo_especial.ImpostoDeRenda",0,1,3,,1,3,0,2,3,13,0,2,
Public Constructor,"br.ufc.pds.model.campo.campo_especial.ImpostoDeRenda.ImpostoDeRenda",,,1,1,0,,,,,3,0,,
Public Method,"br.ufc.pds.model.campo.campo_especial.ImpostoDeRenda.aplicarEfeito",,,2,1,1,,,,,8,0,,
Public Class,"br.ufc.pds.model.campo.campo_especial.LucrosDividendos",0,1,2,,0,3,0,2,4,12,1,2,
Public Constructor,"br.ufc.pds.model.campo.campo_especial.LucrosDividendos.LucrosDividendos",,,1,1,0,,,,,3,0,,
Public Method,"br.ufc.pds.model.campo.campo_especial.LucrosDividendos.aplicarEfeito",,,1,1,0,,,,,7,1,,
Public Class,"br.ufc.pds.model.campo.campo_especial.ParadaLivre",0,1,1,,0,3,0,1,0,5,0,1,
Public Constructor,"br.ufc.pds.model.campo.campo_especial.ParadaLivre.ParadaLivre",,,1,1,0,,,,,3,0,,
Public Class,"br.ufc.pds.model.campo.campo_especial.PontoDePartida",0,1,2,,0,3,0,2,3,12,1,2,
Public Constructor,"br.ufc.pds.model.campo.campo_especial.PontoDePartida.PontoDePartida",,,1,1,0,,,,,3,0,,
Public Method,"br.ufc.pds.model.campo.campo_especial.PontoDePartida.aplicarEfeito",,,1,1,0,,,,,7,1,,
Public Class,"br.ufc.pds.model.campo.campo_especial.Prisao",0,1,2,,0,3,0,2,1,8,0,2,
Public Constructor,"br.ufc.pds.model.campo.campo_especial.Prisao.Prisao",,,1,1,0,,,,,3,0,,
Public Method,"br.ufc.pds.model.campo.campo_especial.Prisao.aplicarEfeito",,,1,1,0,,,,,3,0,,
Public Class,"br.ufc.pds.model.campo.campo_especial.SorteOuReves",50,1,2,,0,3,0,2,3,10,1,2,
Public Constructor,"br.ufc.pds.model.campo.campo_especial.SorteOuReves.SorteOuReves",,,1,1,0,,,,,3,0,,
Public Method,"br.ufc.pds.model.campo.campo_especial.SorteOuReves.aplicarEfeito",,,1,1,0,,,,,4,1,,
Public Class,"br.ufc.pds.model.campo.campo_especial.VaParaPrisao",0,1,2,,0,3,0,2,2,11,0,2,
Public Constructor,"br.ufc.pds.model.campo.campo_especial.VaParaPrisao.VaParaPrisao",,,1,1,0,,,,,3,0,,
Public Method,"br.ufc.pds.model.campo.campo_especial.VaParaPrisao.aplicarEfeito",,,1,1,0,,,,,6,0,,
Package,"br.ufc.pds.model.campo.propriedade",,1,80,,3,,,,,376,1,43,3
Public Class,"br.ufc.pds.model.campo.propriedade.Compania",77,1,32,,3,3,0,2,9,126,0,18,
Public Constructor,"br.ufc.pds.model.campo.propriedade.Compania.Compania",,,1,1,0,,,,,4,0,,
Public Method,"br.ufc.pds.model.campo.propriedade.Compania.aplicarEfeito",,,6,1,3,,,,,25,0,,
Private Method,"br.ufc.pds.model.campo.propriedade.Compania.comprarPropriedade",,,1,1,0,,,,,12,0,,
Private Method,"br.ufc.pds.model.campo.propriedade.Compania.computarTaxa",,,2,1,1,,,,,7,0,,
Private Method,"br.ufc.pds.model.campo.propriedade.Compania.desistiu",,,1,1,0,,,,,1,0,,
Private Method,"br.ufc.pds.model.campo.propriedade.Compania.encerrou",,,1,1,0,,,,,1,0,,
Private Method,"br.ufc.pds.model.campo.propriedade.Compania.fpp",,,2,1,1,,,,,7,0,,
Private Method,"br.ufc.pds.model.campo.propriedade.Compania.getNome",,,1,1,0,,,,,3,0,,
Private Method,"br.ufc.pds.model.campo.propriedade.Compania.getNomeDono",,,1,1,0,,,,,1,0,,
Private Method,"br.ufc.pds.model.campo.propriedade.Compania.isCancelarProposta",,,1,1,0,,,,,3,0,,
Private Method,"br.ufc.pds.model.campo.propriedade.Compania.loop",,,4,4,3,,,,,15,0,,
Private Method,"br.ufc.pds.model.campo.propriedade.Compania.mensagemTela",,,1,1,0,,,,,3,0,,
Private Method,"br.ufc.pds.model.campo.propriedade.Compania.mostraPedido",,,2,1,1,,,,,15,0,,
Private Method,"br.ufc.pds.model.campo.propriedade.Compania.naoDono",,,2,1,1,,,,,6,0,,
Private Method,"br.ufc.pds.model.campo.propriedade.Compania.naoDonoIgual",,,2,1,1,,,,,6,0,,
Private Method,"br.ufc.pds.model.campo.propriedade.Compania.payOrNot",,,2,1,1,,,,,10,0,,
Private Method,"br.ufc.pds.model.campo.propriedade.Compania.setVisibleProposta",,,1,1,0,,,,,3,0,,
Private Method,"br.ufc.pds.model.campo.propriedade.Compania.visitou",,,1,1,0,,,,,1,0,,
Public Abstract Class,"br.ufc.pds.model.campo.propriedade.Propriedade",33,1,3,,0,2,2,1,1,15,0,3,
Protected Constructor,"br.ufc.pds.model.campo.propriedade.Propriedade.Propriedade",,,1,1,0,,,,,5,0,,
Public Method,"br.ufc.pds.model.campo.propriedade.Propriedade.getDono",,,1,1,0,,,,,3,0,,
Public Method,"br.ufc.pds.model.campo.propriedade.Propriedade.getPreco",,,1,1,0,,,,,3,0,,
Public Class,"br.ufc.pds.model.campo.propriedade.Terreno",87,2,45,,3,3,0,2,11,212,1,22,
Public Constructor,"br.ufc.pds.model.campo.propriedade.Terreno.Terreno",,,1,1,0,,,,,14,0,,
Private Method,"br.ufc.pds.model.campo.propriedade.Terreno.acoesComprador",,,3,1,2,,,,,17,0,,
Public Method,"br.ufc.pds.model.campo.propriedade.Terreno.acoesProprietario",,,3,1,2,,,,,14,0,,
Private Method,"br.ufc.pds.model.campo.propriedade.Terreno.acoesVisitante",,,4,1,2,,,,,23,0,,
Public Method,"br.ufc.pds.model.campo.propriedade.Terreno.aplicarEfeito",,,3,1,1,,,,,9,0,,
Private Method,"br.ufc.pds.model.campo.propriedade.Terreno.comprarCasas",,,6,1,3,,,,,26,0,,
Public Method,"br.ufc.pds.model.campo.propriedade.Terreno.construir",,,1,1,0,,,,,5,0,,
Private Method,"br.ufc.pds.model.campo.propriedade.Terreno.criarComprarPropriedade",,,1,1,0,,,,,12,0,,
Private Method,"br.ufc.pds.model.campo.propriedade.Terreno.fazerProposta",,,4,4,3,,,,,16,0,,
Public Method,"br.ufc.pds.model.campo.propriedade.Terreno.getAluguel",,,6,6,1,,,,,15,0,,
Public Method,"br.ufc.pds.model.campo.propriedade.Terreno.getCor",,,1,1,0,,,,,3,0,,
Private Method,"br.ufc.pds.model.campo.propriedade.Terreno.getNomeDono",,,1,1,0,,,,,3,0,,
Public Method,"br.ufc.pds.model.campo.propriedade.Terreno.getNumCasas",,,1,1,0,,,,,3,0,,
Public Method,"br.ufc.pds.model.campo.propriedade.Terreno.getPrecoCasa",,,1,1,0,,,,,3,0,,
Public Method,"br.ufc.pds.model.campo.propriedade.Terreno.getPrecoHotel",,,1,1,0,,,,,3,0,,
Private Method,"br.ufc.pds.model.campo.propriedade.Terreno.isCancelar",,,1,1,0,,,,,3,0,,
Public Method,"br.ufc.pds.model.campo.propriedade.Terreno.isHasHotel",,,1,1,0,,,,,3,0,,
Public Method,"br.ufc.pds.model.campo.propriedade.Terreno.mostraPedidoCompra",,,2,1,1,,,,,14,1,,
Private Method,"br.ufc.pds.model.campo.propriedade.Terreno.nomeMensagem",,,1,1,0,,,,,3,0,,
Private Method,"br.ufc.pds.model.campo.propriedade.Terreno.setVisible",,,1,1,0,,,,,3,0,,
Private Method,"br.ufc.pds.model.campo.propriedade.Terreno.validarConstrucaoCasa",,,1,1,0,,,,,3,0,,
Private Method,"br.ufc.pds.model.campo.propriedade.Terreno.verifyPCP",,,1,1,0,,,,,3,0,,
Package,"br.ufc.pds.model.carta",,1,20,,2,,,,,116,0,16,7
Public Abstract Class,"br.ufc.pds.model.carta.Carta",88,1,3,,0,1,4,1,2,16,0,4,
Public Abstract Method,"br.ufc.pds.model.carta.Carta.acao",,,0,0,0,,,,,1,0,,
Public Static Method,"br.ufc.pds.model.carta.Carta.getNomeDono",,,1,1,0,,,,,3,0,,
Public Method,"br.ufc.pds.model.carta.Carta.getTitulo",,,1,1,0,,,,,3,0,,
Public Method,"br.ufc.pds.model.carta.Carta.showCarta",,,1,1,0,,,,,4,0,,
Public Class,"br.ufc.pds.model.carta.CartaAposta",50,1,5,,2,2,0,1,3,20,0,2,
Public Constructor,"br.ufc.pds.model.carta.CartaAposta.CartaAposta",,,1,1,0,,,,,6,0,,
Public Method,"br.ufc.pds.model.carta.CartaAposta.acao",,,4,1,2,,,,,11,0,,
Lambda Method,"br.ufc.pds.model.carta.CartaAposta.acao.(lambda_expr_1)",,,3,1,0,,,,,7,0,,
Public Class,"br.ufc.pds.model.carta.CartaSaiaDaPrisao",0,1,4,,1,2,0,1,2,19,0,3,
Public Constructor,"br.ufc.pds.model.carta.CartaSaiaDaPrisao.CartaSaiaDaPrisao",,,1,1,0,,,,,5,0,,
Public Method,"br.ufc.pds.model.carta.CartaSaiaDaPrisao.acao",,,2,1,1,,,,,9,0,,
Private Method,"br.ufc.pds.model.carta.CartaSaiaDaPrisao.getNome",,,1,1,0,,,,,3,0,,
Public Abstract Class,"br.ufc.pds.model.carta.CartaSorteOuReves",0,1,1,,0,2,2,1,0,9,0,1,
Protected Constructor,"br.ufc.pds.model.carta.CartaSorteOuReves.CartaSorteOuReves",,,1,1,0,,,,,6,0,,
Public Class,"br.ufc.pds.model.carta.CartaVaParaPrisao",0,1,2,,0,2,0,1,2,11,0,2,
Public Constructor,"br.ufc.pds.model.carta.CartaVaParaPrisao.CartaVaParaPrisao",,,1,1,0,,,,,5,0,,
Public Method,"br.ufc.pds.model.carta.CartaVaParaPrisao.acao",,,1,1,0,,,,,4,0,,
Public Class,"br.ufc.pds.model.carta.Reves",0,1,3,,1,3,0,1,4,11,0,2,
Public Constructor,"br.ufc.pds.model.carta.Reves.Reves",,,1,1,0,,,,,3,0,,
Public Method,"br.ufc.pds.model.carta.Reves.acao",,,2,1,1,,,,,6,0,,
Public Class,"br.ufc.pds.model.carta.Sorte",0,1,2,,0,3,0,1,4,10,0,2,
Public Constructor,"br.ufc.pds.model.carta.Sorte.Sorte",,,1,1,0,,,,,3,0,,
Public Method,"br.ufc.pds.model.carta.Sorte.acao",,,1,1,0,,,,,5,0,,
Package,"br.ufc.pds.model.jogador",,1,33,,1,,,,,150,0,30,3
Public Class,"br.ufc.pds.model.jogador.Banco",75,1,4,,0,2,0,1,1,16,0,4,
Private Constructor,"br.ufc.pds.model.jogador.Banco.Banco",,,1,1,0,,,,,4,0,,
Public Method,"br.ufc.pds.model.jogador.Banco.getContaBancaria",,,1,1,0,,,,,3,0,,
Public Static Method,"br.ufc.pds.model.jogador.Banco.getInstance",,,1,1,0,,,,,3,0,,
Public Method,"br.ufc.pds.model.jogador.Banco.getPropriedades",,,1,1,0,,,,,3,0,,
Public Abstract Class,"br.ufc.pds.model.jogador.Jogador",50,1,9,,0,1,2,1,2,31,0,9,
Public Method,"br.ufc.pds.model.jogador.Jogador.comprarPropriedade",,,1,1,0,,,,,3,0,,
Public Method,"br.ufc.pds.model.jogador.Jogador.getConta",,,1,1,0,,,,,3,0,,
Public Method,"br.ufc.pds.model.jogador.Jogador.getContaBancaria",,,1,1,0,,,,,3,0,,
Public Method,"br.ufc.pds.model.jogador.Jogador.getPropriedades",,,1,1,0,,,,,3,0,,
Public Method,"br.ufc.pds.model.jogador.Jogador.getSaldo",,,1,1,0,,,,,3,0,,
Public Method,"br.ufc.pds.model.jogador.Jogador.pagar",,,1,1,0,,,,,3,0,,
Public Method,"br.ufc.pds.model.jogador.Jogador.receber",,,1,1,0,,,,,3,0,,
Public Method,"br.ufc.pds.model.jogador.Jogador.receberCredor",,,1,1,0,,,,,3,0,,
Public Method,"br.ufc.pds.model.jogador.Jogador.venderPropriedade",,,1,1,0,,,,,3,0,,
Public Class,"br.ufc.pds.model.jogador.JogadorHumano",84,1,20,,1,2,0,2,6,84,0,17,
Public Constructor,"br.ufc.pds.model.jogador.JogadorHumano.JogadorHumano",,,1,1,0,,,,,11,0,,
Public Method,"br.ufc.pds.model.jogador.JogadorHumano.addObserver",,,1,1,0,,,,,4,0,,
Public Method,"br.ufc.pds.model.jogador.JogadorHumano.atualizaFichaCriminal",,,2,1,1,,,,,7,0,,
Public Method,"br.ufc.pds.model.jogador.JogadorHumano.getCartaPrisao",,,1,1,0,,,,,3,0,,
Public Method,"br.ufc.pds.model.jogador.JogadorHumano.getContaBancaria",,,1,1,0,,,,,3,0,,
Public Method,"br.ufc.pds.model.jogador.JogadorHumano.getDados",,,1,1,0,,,,,3,0,,
Public Method,"br.ufc.pds.model.jogador.JogadorHumano.getFichaCriminal",,,1,1,0,,,,,3,0,,
Public Method,"br.ufc.pds.model.jogador.JogadorHumano.getId",,,1,1,0,,,,,3,0,,
Public Method,"br.ufc.pds.model.jogador.JogadorHumano.getNome",,,1,1,0,,,,,3,0,,
Public Method,"br.ufc.pds.model.jogador.JogadorHumano.getNomeDono",,,1,1,0,,,,,3,0,,
Public Method,"br.ufc.pds.model.jogador.JogadorHumano.getPeca",,,1,1,0,,,,,3,0,,
Public Method,"br.ufc.pds.model.jogador.JogadorHumano.getPropriedades",,,1,1,0,,,,,3,0,,
Public Method,"br.ufc.pds.model.jogador.JogadorHumano.lancarDados",,,1,1,0,,,,,4,0,,
Public Method,"br.ufc.pds.model.jogador.JogadorHumano.notifyObserver",,,2,1,1,,,,,5,0,,
Public Method,"br.ufc.pds.model.jogador.JogadorHumano.pagarCredor",,,2,1,1,,,,,8,0,,
Public Method,"br.ufc.pds.model.jogador.JogadorHumano.removeObserver",,,1,1,0,,,,,3,0,,
Public Method,"br.ufc.pds.model.jogador.JogadorHumano.setCartaPrisao",,,1,1,0,,,,,3,0,,
Package,"br.ufc.pds.view",,1,81,,1,,,,,809,146,78,35
Public Class,"br.ufc.pds.view.ComprarPropriedade",63,1,6,,0,2,0,1,0,104,16,6,
Public Method,"br.ufc.pds.view.ComprarPropriedade.$$$getRootComponent$$$",,,1,1,0,,,,,3,3,,
Private Method,"br.ufc.pds.view.ComprarPropriedade.$$$setupUI$$$",,,1,1,0,,,,,40,7,,
Public Constructor,"br.ufc.pds.view.ComprarPropriedade.ComprarPropriedade",,,1,1,0,,,,,35,2,,
Class,"br.ufc.pds.view.ComprarPropriedade.ComprarPropriedade.(Anon_1)",0,1,1,,0,1,0,2,1,4,0,1,
Public Method,"br.ufc.pds.view.ComprarPropriedade.ComprarPropriedade.(Anon_1).actionPerformed",,,1,1,0,,,,,3,0,,
Class,"br.ufc.pds.view.ComprarPropriedade.ComprarPropriedade.(Anon_2)",0,1,1,,0,1,0,2,1,4,0,1,
Public Method,"br.ufc.pds.view.ComprarPropriedade.ComprarPropriedade.(Anon_2).actionPerformed",,,1,1,0,,,,,3,0,,
Class,"br.ufc.pds.view.ComprarPropriedade.ComprarPropriedade.(Anon_3)",0,1,1,,0,1,0,2,1,4,0,1,
Public Method,"br.ufc.pds.view.ComprarPropriedade.ComprarPropriedade.(Anon_3).windowClosing",,,1,1,0,,,,,3,0,,
Class,"br.ufc.pds.view.ComprarPropriedade.ComprarPropriedade.(Anon_4)",0,1,1,,0,1,0,2,1,4,0,1,
Public Method,"br.ufc.pds.view.ComprarPropriedade.ComprarPropriedade.(Anon_4).actionPerformed",,,1,1,0,,,,,3,0,,
Public Method,"br.ufc.pds.view.ComprarPropriedade.getComprar",,,1,1,0,,,,,3,0,,
Private Method,"br.ufc.pds.view.ComprarPropriedade.onCancel",,,1,1,0,,,,,3,1,,
Private Method,"br.ufc.pds.view.ComprarPropriedade.onOK",,,1,1,0,,,,,4,0,,
Public Class,"br.ufc.pds.view.EntraComJogador",68,1,8,,1,2,0,1,1,74,13,5,
Public Method,"br.ufc.pds.view.EntraComJogador.$$$getRootComponent$$$",,,1,1,0,,,,,3,3,,
Private Method,"br.ufc.pds.view.EntraComJogador.$$$setupUI$$$",,,1,1,0,,,,,29,7,,
Public Constructor,"br.ufc.pds.view.EntraComJogador.EntraComJogador",,,2,1,0,,,,,15,0,,
Class,"br.ufc.pds.view.EntraComJogador.EntraComJogador.(Anon_1)",0,1,1,,0,1,0,2,1,4,0,1,
Public Method,"br.ufc.pds.view.EntraComJogador.EntraComJogador.(Anon_1).actionPerformed",,,1,1,0,,,,,3,0,,
Private Method,"br.ufc.pds.view.EntraComJogador.onOK",,,3,1,1,,,,,10,0,,
Public Method,"br.ufc.pds.view.EntraComJogador.run",,,1,1,0,,,,,5,0,,
Public Class,"br.ufc.pds.view.FazerPropostaCompraPropriedade",61,1,6,,0,2,0,1,0,86,16,6,
Public Method,"br.ufc.pds.view.FazerPropostaCompraPropriedade.$$$getRootComponent$$$",,,1,1,0,,,,,3,3,,
Private Method,"br.ufc.pds.view.FazerPropostaCompraPropriedade.$$$setupUI$$$",,,1,1,0,,,,,30,7,,
Public Constructor,"br.ufc.pds.view.FazerPropostaCompraPropriedade.FazerPropostaCompraPropriedade",,,1,1,0,,,,,31,2,,
Class,"br.ufc.pds.view.FazerPropostaCompraPropriedade.FazerPropostaCompraPropriedade.(Anon_1)",0,1,1,,0,1,0,2,1,4,0,1,
Public Method,"br.ufc.pds.view.FazerPropostaCompraPropriedade.FazerPropostaCompraPropriedade.(Anon_1).actionPerformed",,,1,1,0,,,,,3,0,,
Class,"br.ufc.pds.view.FazerPropostaCompraPropriedade.FazerPropostaCompraPropriedade.(Anon_2)",0,1,1,,0,1,0,2,1,4,0,1,
Public Method,"br.ufc.pds.view.FazerPropostaCompraPropriedade.FazerPropostaCompraPropriedade.(Anon_2).actionPerformed",,,1,1,0,,,,,3,0,,
Class,"br.ufc.pds.view.FazerPropostaCompraPropriedade.FazerPropostaCompraPropriedade.(Anon_3)",0,1,1,,0,1,0,2,1,4,0,1,
Public Method,"br.ufc.pds.view.FazerPropostaCompraPropriedade.FazerPropostaCompraPropriedade.(Anon_3).windowClosing",,,1,1,0,,,,,3,0,,
Class,"br.ufc.pds.view.FazerPropostaCompraPropriedade.FazerPropostaCompraPropriedade.(Anon_4)",0,1,1,,0,1,0,2,1,4,0,1,
Public Method,"br.ufc.pds.view.FazerPropostaCompraPropriedade.FazerPropostaCompraPropriedade.(Anon_4).actionPerformed",,,1,1,0,,,,,3,0,,
Public Method,"br.ufc.pds.view.FazerPropostaCompraPropriedade.getComprar",,,1,1,0,,,,,3,0,,
Private Method,"br.ufc.pds.view.FazerPropostaCompraPropriedade.onCancel",,,1,1,0,,,,,3,1,,
Private Method,"br.ufc.pds.view.FazerPropostaCompraPropriedade.onOK",,,1,1,0,,,,,4,0,,
Public Class,"br.ufc.pds.view.InserirProposta",64,1,7,,0,2,0,1,0,97,15,7,
Public Method,"br.ufc.pds.view.InserirProposta.$$$getRootComponent$$$",,,1,1,0,,,,,3,3,,
Private Method,"br.ufc.pds.view.InserirProposta.$$$setupUI$$$",,,1,1,0,,,,,35,7,,
Public Constructor,"br.ufc.pds.view.InserirProposta.InserirProposta",,,1,1,0,,,,,32,2,,
Class,"br.ufc.pds.view.InserirProposta.InserirProposta.(Anon_1)",0,1,1,,0,1,0,2,1,4,0,1,
Public Method,"br.ufc.pds.view.InserirProposta.InserirProposta.(Anon_1).actionPerformed",,,1,1,0,,,,,3,0,,
Class,"br.ufc.pds.view.InserirProposta.InserirProposta.(Anon_2)",0,1,1,,0,1,0,2,1,4,0,1,
Public Method,"br.ufc.pds.view.InserirProposta.InserirProposta.(Anon_2).actionPerformed",,,1,1,0,,,,,3,0,,
Class,"br.ufc.pds.view.InserirProposta.InserirProposta.(Anon_3)",0,1,1,,0,1,0,2,1,4,0,1,
Public Method,"br.ufc.pds.view.InserirProposta.InserirProposta.(Anon_3).windowClosing",,,1,1,0,,,,,3,0,,
Class,"br.ufc.pds.view.InserirProposta.InserirProposta.(Anon_4)",0,1,1,,0,1,0,2,1,4,0,1,
Public Method,"br.ufc.pds.view.InserirProposta.InserirProposta.(Anon_4).actionPerformed",,,1,1,0,,,,,3,0,,
Public Method,"br.ufc.pds.view.InserirProposta.getValorProposto",,,1,1,0,,,,,3,0,,
Public Method,"br.ufc.pds.view.InserirProposta.isCancelar",,,1,1,0,,,,,3,0,,
Private Method,"br.ufc.pds.view.InserirProposta.onCancel",,,1,1,0,,,,,4,0,,
Private Method,"br.ufc.pds.view.InserirProposta.onOK",,,1,1,0,,,,,4,0,,
Public Class,"br.ufc.pds.view.JogadorDaVez",53,1,4,,0,2,0,1,0,63,14,4,
Public Method,"br.ufc.pds.view.JogadorDaVez.$$$getRootComponent$$$",,,1,1,0,,,,,3,3,,
Private Method,"br.ufc.pds.view.JogadorDaVez.$$$setupUI$$$",,,1,1,0,,,,,30,7,,
Public Constructor,"br.ufc.pds.view.JogadorDaVez.JogadorDaVez",,,1,1,0,,,,,15,0,,
Class,"br.ufc.pds.view.JogadorDaVez.JogadorDaVez.(Anon_1)",0,1,1,,0,1,0,2,1,4,0,1,
Public Method,"br.ufc.pds.view.JogadorDaVez.JogadorDaVez.(Anon_1).actionPerformed",,,1,1,0,,,,,3,0,,
